// Start Time: 0
// Sample rate: 50.0Hz
// Scenario: 4.9
// Firmware Version: 2.5.1
Counter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Quat_w	Quat_x	Quat_y	Quat_z
 1566	2.952250	5.518234	1.045554	0.067457	-0.146253	-0.116888	-0.600065	-0.986705	-0.186153	-0.045739	0.226245	0.654885	0.719615	
 1567	2.908982	5.121354	0.732838	0.113314	-0.213827	-0.050809	-0.604438	-0.986153	-0.183617	-0.044604	0.227667	0.655778	0.718424	
 1568	2.997255	4.869547	0.303112	0.160982	-0.274999	0.011560	-0.611524	-0.983246	-0.181355	-0.043208	0.229594	0.657075	0.716709	
 1569	3.225566	4.656260	0.195778	0.211422	-0.293057	0.082444	-0.618076	-0.982097	-0.176009	-0.042748	0.232422	0.658389	0.714617	
 1570	3.506891	4.458373	0.191111	0.237548	-0.273668	0.146124	-0.627350	-0.979920	-0.171224	-0.042502	0.235185	0.659906	0.712324	
 1571	3.785967	4.918648	-0.161670	0.207688	-0.294978	0.183653	-0.635097	-0.979703	-0.164097	-0.042772	0.238705	0.660940	0.710175	
 1572	3.893679	4.807883	-0.067071	0.201197	-0.299627	0.183578	-0.646150	-0.980798	-0.159207	-0.042537	0.241907	0.662101	0.708021	
 1573	4.223947	5.152698	-0.114594	0.276642	-0.272617	0.203975	-0.655416	-0.979566	-0.154301	-0.043300	0.245389	0.663540	0.705425	
 1574	4.663401	5.893206	-0.122306	0.293240	-0.222148	0.182887	-0.664232	-0.980665	-0.148198	-0.043801	0.247987	0.665299	0.702823	
 1575	5.193811	6.391774	0.050065	0.237165	-0.175817	0.150596	-0.671531	-0.980218	-0.145184	-0.044774	0.250468	0.666522	0.700720	
 1576	5.415678	6.886032	-0.110985	0.207301	-0.187031	0.164229	-0.679990	-0.982211	-0.139740	-0.045166	0.252724	0.667693	0.698768	
 1577	6.029133	7.271702	0.003044	0.276411	-0.201343	0.257134	-0.688838	-0.982874	-0.134301	-0.046861	0.256099	0.668903	0.696265	
 1578	6.845346	8.392557	-0.253082	0.300473	-0.132479	0.378051	-0.700694	-0.982084	-0.129970	-0.049349	0.259349	0.670132	0.693705	
 1579	7.148438	9.021794	-0.035980	0.294999	-0.153601	0.445129	-0.713279	-0.980824	-0.124742	-0.052773	0.263661	0.670913	0.691067	
 1580	7.782202	10.028353	-0.186664	0.421478	-0.063061	0.426159	-0.725085	-0.977684	-0.119169	-0.056382	0.266670	0.672775	0.687810	
 1581	6.940370	10.483176	-0.175779	0.283283	-0.047292	0.257630	-0.736950	-0.977953	-0.115122	-0.059233	0.268998	0.673862	0.685596	
 1582	10.681287	14.317129	0.472911	0.805409	-0.087839	0.270239	-0.746752	-0.978723	-0.108141	-0.062640	0.270872	0.678737	0.679721	
 1583	7.507559	12.856016	-0.792596	-0.237801	0.118157	0.088020	-0.755337	-0.980577	-0.105377	-0.064073	0.271257	0.676581	0.681581	
 1584	5.450471	11.676734	-0.354278	0.529948	-0.072284	-0.169670	-0.758725	-0.987042	-0.101546	-0.063841	0.270203	0.680739	0.677871	
 1585	3.380255	11.072702	-0.816833	0.487602	-0.477765	-0.563324	-0.756664	-0.996122	-0.091119	-0.058708	0.269677	0.685640	0.673591	
 1586	2.534336	11.597366	-1.451210	0.614171	-0.935545	-0.792508	-0.746764	-1.012254	-0.072672	-0.048588	0.270100	0.692449	0.667233	
 1587	2.160817	11.135628	-2.324731	0.918023	-1.373939	-0.824163	-0.735247	-1.029675	-0.041706	-0.036574	0.273387	0.701212	0.657437	
 1588	2.051600	10.388628	-3.028731	1.105076	-1.666330	-0.813667	-0.725922	-1.044370	-0.002550	-0.022536	0.278112	0.711194	0.645251	
 1589	1.835565	9.888784	-3.695111	0.927619	-1.980155	-0.795362	-0.714758	-1.059219	0.043006	-0.006347	0.285210	0.719593	0.633088	
 1590	1.788211	9.204885	-3.782117	0.935569	-2.166290	-0.753078	-0.699429	-1.071487	0.090071	0.011359	0.293306	0.727624	0.620004	
 1591	2.068104	8.610979	-3.870121	0.688857	-1.921151	-0.754768	-0.679365	-1.086020	0.136739	0.027594	0.299962	0.733740	0.609005	
 1592	2.305531	8.271047	-3.987713	0.183064	-1.726163	-0.729359	-0.660591	-1.097308	0.167059	0.044168	0.305075	0.736480	0.602142	
 1593	2.271765	6.931343	-3.344043	0.033409	-1.372976	-0.586237	-0.649341	-1.108393	0.184597	0.057324	0.309226	0.737852	0.597217	
 1594	2.146870	6.312643	-3.380150	-0.268392	-1.022516	-0.423924	-0.638890	-1.117696	0.193420	0.068245	0.311985	0.736972	0.595718	
 1595	1.625352	5.281923	-2.902489	-0.413160	-0.753524	-0.195324	-0.633199	-1.128015	0.193632	0.075879	0.314964	0.734682	0.596055	
 1596	1.292149	5.026939	-2.670363	-0.422584	-0.601144	0.007731	-0.633300	-1.135239	0.188170	0.081595	0.318230	0.731710	0.597220	
 1597	1.566202	5.052401	-2.461025	-0.435725	-0.487457	0.156798	-0.638556	-1.140971	0.182265	0.085255	0.322150	0.728323	0.598745	
 1598	1.908536	5.275216	-2.384885	-0.521701	-0.373349	0.231958	-0.643551	-1.145110	0.179343	0.088280	0.325580	0.724165	0.601490	
 1599	2.155433	5.341630	-2.203910	-0.532919	-0.326654	0.282861	-0.652085	-1.149248	0.172048	0.090322	0.329348	0.719873	0.604281	
 1600	2.501123	6.350392	-2.391557	-0.551877	-0.246112	0.260095	-0.661313	-1.152132	0.160983	0.092351	0.332157	0.715493	0.607628	
 1601	3.228854	7.137738	-2.670526	-0.305783	-0.253899	0.305205	-0.671864	-1.155542	0.149024	0.092962	0.335845	0.712522	0.608998	
 1602	3.368716	7.761431	-3.009887	-0.324579	-0.240277	0.300576	-0.681574	-1.158494	0.144077	0.093941	0.339096	0.709356	0.610740	
 1603	3.352692	7.947650	-2.738644	-0.376732	-0.237811	0.318070	-0.689742	-1.163280	0.139070	0.094581	0.342710	0.705892	0.612634	
 1604	3.960494	9.381160	-3.434611	-0.175725	-0.148604	0.385871	-0.702677	-1.164574	0.136615	0.093877	0.346129	0.703398	0.613688	
 1605	3.811141	10.164523	-3.530341	-0.134506	-0.260195	0.382530	-0.716101	-1.166177	0.134660	0.093434	0.350565	0.701155	0.613805	
 1606	3.641221	10.427343	-3.597574	-0.031633	-0.379640	0.449334	-0.727579	-1.167628	0.135907	0.093453	0.355963	0.699073	0.613069	
 1607	4.150236	11.576943	-3.787616	0.149688	-0.573908	0.557917	-0.744362	-1.166532	0.144606	0.093124	0.363789	0.697615	0.610179	
 1608	3.543970	11.513549	-3.342853	-0.012313	-0.627946	0.554909	-0.760044	-1.164021	0.155002	0.094167	0.371423	0.694966	0.608440	
 1609	5.818661	14.601232	-3.746006	0.810446	-0.865383	0.701934	-0.778289	-1.159745	0.173817	0.092518	0.382559	0.696575	0.599893	
 1610	3.367630	13.273754	-4.430584	-0.329155	-1.233295	0.586940	-0.796170	-1.153063	0.200579	0.098845	0.393662	0.691200	0.597915	
 1611	4.961054	13.084939	-2.879571	0.075169	-0.955062	0.567229	-0.813607	-1.149197	0.217434	0.101418	0.403582	0.688600	0.593856	
 1612	5.578238	12.924068	-2.242298	-0.618209	-0.642975	0.529343	-0.829737	-1.146061	0.218317	0.105198	0.410359	0.682158	0.595986	
 1613	5.216863	12.305342	-1.545625	-0.653783	-0.477988	0.581196	-0.843971	-1.141094	0.216006	0.107350	0.416689	0.675469	0.598823	
 1614	5.472006	12.205408	-1.179026	-0.650010	-0.484464	0.519267	-0.864133	-1.137580	0.210217	0.110223	0.422345	0.668916	0.601688	
 1615	5.712960	11.100771	-0.513849	-0.828010	-0.485688	0.382482	-0.877779	-1.135187	0.201087	0.114345	0.427099	0.661820	0.605397	
 1616	5.494256	9.843528	-0.158270	-0.791816	-0.414930	0.211491	-0.894757	-1.134869	0.186363	0.119191	0.430050	0.655678	0.609046	
 1617	4.668848	8.258684	0.181591	-0.667089	-0.331621	-0.000584	-0.904243	-1.136166	0.178113	0.123910	0.431459	0.651219	0.611885	
 1618	3.783395	6.980510	-0.017125	-0.490298	-0.236060	-0.195920	-0.906912	-1.139594	0.175618	0.128764	0.430980	0.648816	0.613770	
 1619	3.043499	5.740675	-0.254552	-0.350571	-0.221431	-0.329115	-0.906677	-1.147967	0.171765	0.133406	0.429939	0.647771	0.614612	
 1620	2.604525	4.991864	-0.686877	-0.130887	-0.121043	-0.412036	-0.905937	-1.157141	0.173147	0.137289	0.427803	0.648625	0.614347	
 1621	2.185205	4.536941	-1.069950	-0.030378	-0.070860	-0.430829	-0.902239	-1.166244	0.174720	0.140200	0.425590	0.650154	0.613610	
 1622	1.765343	4.011782	-1.288385	0.156083	-0.057727	-0.398086	-0.899555	-1.174998	0.179308	0.142357	0.423539	0.652773	0.611748	
 1623	1.728884	4.008732	-1.400628	0.294239	-0.105448	-0.314263	-0.899995	-1.181803	0.188538	0.143397	0.422738	0.655733	0.608888	
 1624	1.918458	4.658051	-1.797469	0.355684	-0.099574	-0.261681	-0.901104	-1.187537	0.200015	0.144141	0.422102	0.658910	0.605716	
 1625	2.174447	4.967968	-1.942882	0.376432	-0.207700	-0.220905	-0.904135	-1.192802	0.214316	0.144929	0.422635	0.661813	0.601979	
 1626	2.755198	5.539553	-2.050136	0.395122	-0.230588	-0.163157	-0.903518	-1.198835	0.229776	0.145766	0.423476	0.664594	0.598109	
 1627	3.492703	6.488675	-2.266144	0.346432	-0.178717	-0.136474	-0.906186	-1.203542	0.246382	0.145951	0.424343	0.666978	0.594787	
 1628	3.794283	7.135017	-2.316768	0.238086	-0.133577	-0.174280	-0.910083	-1.208453	0.258628	0.146866	0.424284	0.668991	0.592338	
 1629	3.895716	7.683895	-2.400478	0.197008	-0.143018	-0.201185	-0.915129	-1.213392	0.268259	0.147800	0.424288	0.670792	0.590061	
 1630	4.213455	7.935809	-2.357556	0.195215	-0.160486	-0.158069	-0.916864	-1.219684	0.277280	0.148973	0.424420	0.672433	0.587799	
 1631	4.642396	8.925718	-2.760885	0.359542	-0.263112	-0.004654	-0.922847	-1.222889	0.291690	0.148830	0.426697	0.674149	0.584211	
 1632	4.495836	9.353595	-2.927805	0.240214	-0.274771	0.049615	-0.930059	-1.224050	0.307388	0.149358	0.428950	0.674986	0.581454	
 1633	4.570336	10.930560	-3.305005	0.389519	-0.374686	0.118302	-0.940153	-1.221626	0.324827	0.149094	0.432736	0.676146	0.577353	
 1634	3.993461	11.411368	-3.491253	0.270029	-0.350532	0.088094	-0.949289	-1.219644	0.343523	0.149776	0.435713	0.676853	0.574101	
 1635	6.449639	14.942110	-4.655745	0.961831	-0.475981	0.272434	-0.961383	-1.212691	0.370662	0.146790	0.441933	0.680398	0.565869	
 1636	4.687453	13.863724	-4.431046	-0.115672	-0.581264	0.222462	-0.968422	-1.204037	0.393604	0.149989	0.446522	0.677948	0.564366	
 1637	1.166197	11.306833	-3.101349	-0.127072	-0.356951	0.034355	-0.978231	-1.201471	0.403441	0.152391	0.448772	0.676511	0.563661	
 1638	0.230493	12.267276	-3.532214	0.158757	-0.728424	-0.195026	-0.980866	-1.201394	0.418382	0.157695	0.451753	0.677205	0.558968	
 1639	1.290269	13.715961	-4.997715	0.006314	-1.225940	-0.492909	-0.970970	-1.204866	0.445975	0.168429	0.455376	0.677492	0.552512	
 1640	1.831900	13.633160	-4.354920	0.073570	-1.269722	-0.623357	-0.952915	-1.212735	0.472155	0.180119	0.458217	0.678581	0.545089	
 1641	2.005701	13.229582	-4.439078	-0.183894	-1.242029	-0.692728	-0.926222	-1.225076	0.493474	0.192934	0.460009	0.678484	0.539284	
 1642	1.920458	11.755987	-3.963256	-0.134768	-1.021605	-0.654391	-0.903317	-1.235037	0.513516	0.203999	0.460761	0.678793	0.534157	
 1643	1.699996	10.712929	-3.785910	-0.251440	-0.930590	-0.668626	-0.883975	-1.242177	0.531633	0.214856	0.460730	0.678633	0.530115	
 1644	1.165491	9.252848	-3.408445	-0.600299	-0.795060	-0.672568	-0.862657	-1.253140	0.536850	0.226565	0.459036	0.676839	0.529002	
 1645	0.758995	7.718754	-3.091714	-0.719760	-0.628749	-0.550673	-0.844431	-1.264953	0.536241	0.236875	0.457047	0.674155	0.529635	
 1646	0.513971	6.086407	-2.427087	-0.786755	-0.507042	-0.353400	-0.835716	-1.275085	0.524348	0.245748	0.455443	0.670415	0.531717	
 1647	0.555899	5.006631	-2.176973	-0.801647	-0.370368	-0.100772	-0.831214	-1.283215	0.513018	0.252273	0.454817	0.665749	0.535049	
 1648	0.665281	4.002996	-1.611121	-0.602037	-0.202086	0.220523	-0.834955	-1.282725	0.504361	0.255171	0.455820	0.661047	0.538640	
 1649	0.963734	3.928093	-1.648709	-0.376233	-0.167604	0.502199	-0.848287	-1.277193	0.499442	0.255145	0.459147	0.656367	0.541541	
 1650	1.305365	4.110865	-1.857332	-0.229039	-0.077725	0.664175	-0.869087	-1.265174	0.499890	0.253103	0.463313	0.651910	0.544328	
 1651	1.456092	3.989954	-1.832324	-0.210359	-0.054669	0.748215	-0.897164	-1.249772	0.498583	0.250197	0.468029	0.647221	0.547226	
 1652	1.595887	4.122003	-1.765313	-0.085307	-0.088768	0.778534	-0.921473	-1.234190	0.498324	0.246897	0.473303	0.642919	0.549255	
 1653	2.203345	5.189042	-2.212084	0.025542	-0.146028	0.698710	-0.941542	-1.219869	0.506340	0.243689	0.478751	0.639453	0.550012	
 1654	2.584659	6.479295	-2.568219	0.039232	-0.144241	0.549116	-0.959613	-1.205444	0.515957	0.241391	0.483120	0.636731	0.550362	
 1655	2.572579	7.521514	-2.715835	0.073471	-0.142266	0.368353	-0.975384	-1.192551	0.525298	0.239707	0.486538	0.635082	0.549993	
 1656	2.589748	8.219517	-2.882095	0.150885	-0.194071	0.347814	-0.988048	-1.179473	0.535242	0.238277	0.490143	0.633806	0.548884	
 1657	3.102549	10.065617	-3.542034	0.241532	-0.379754	0.379759	-0.999833	-1.166917	0.552990	0.237192	0.495324	0.632428	0.546286	
 1658	3.246871	10.577513	-3.296133	0.201426	-0.372675	0.355714	-1.008403	-1.152803	0.568293	0.236593	0.500053	0.630929	0.543966	
 1659	3.443989	11.750922	-3.415312	0.264811	-0.426436	0.302783	-1.016793	-1.138086	0.587494	0.236088	0.505019	0.629902	0.540779	
 1660	4.262419	12.678632	-3.839831	0.578145	-0.521918	0.288366	-1.022600	-1.123731	0.609798	0.234877	0.510981	0.630372	0.535128	
 1661	4.814673	14.390762	-5.232361	0.313873	-0.951073	0.219732	-1.019081	-1.099409	0.651300	0.237844	0.518285	0.628719	0.528700	
 1662	4.975982	12.961482	-3.176790	0.511344	-0.598544	0.320767	-1.022686	-1.081680	0.674330	0.237246	0.524646	0.628363	0.523088	
 1663	6.060173	13.877994	-3.234299	-0.189177	-0.117826	0.279037	-1.027587	-1.066075	0.688687	0.237263	0.526677	0.625635	0.524307	
 1664	5.210464	14.089108	-2.636385	-0.415073	-0.003500	0.140539	-1.032526	-1.058511	0.685140	0.238727	0.526571	0.622751	0.527175	
 1665	4.548841	13.508854	-1.378619	-0.560141	-0.088678	-0.008325	-1.034335	-1.056641	0.676761	0.242037	0.525728	0.619573	0.530243	
 1666	4.243977	12.738942	-0.384070	-0.584048	-0.194336	-0.205293	-1.036001	-1.057836	0.662998	0.247384	0.524041	0.617125	0.532296	
 1667	3.697936	11.484338	0.262327	-0.622909	-0.300060	-0.389267	-1.025712	-1.063311	0.657694	0.254379	0.521725	0.614973	0.533763	
 1668	2.858999	10.369891	0.296199	-0.574343	-0.374946	-0.578396	-1.008524	-1.070062	0.657227	0.262751	0.518671	0.613996	0.533809	
 1669	2.103442	9.188825	-0.017376	-0.467162	-0.426579	-0.764597	-0.988302	-1.083894	0.655245	0.271729	0.515012	0.614157	0.532670	
 1670	0.860895	7.573999	-0.235361	-0.350531	-0.473425	-0.854618	-0.964041	-1.095027	0.657573	0.280971	0.511289	0.615420	0.529997	
 1671	0.173985	6.857329	-0.742934	-0.148813	-0.627088	-0.820902	-0.939493	-1.107924	0.660429	0.289851	0.509099	0.616867	0.525623	
 1672	0.305208	6.268642	-1.315672	-0.111498	-0.639721	-0.725986	-0.913518	-1.117226	0.672120	0.298160	0.507622	0.618140	0.520887	
 1673	0.179270	5.640478	-1.607688	-0.127037	-0.721359	-0.560399	-0.893185	-1.120927	0.681527	0.306123	0.507493	0.617992	0.516552	
 1674	-0.073584	4.957993	-1.516817	0.101901	-0.800488	-0.274545	-0.875059	-1.120272	0.696205	0.311953	0.510211	0.617485	0.510962	
 1675	0.247665	5.379868	-2.214325	0.174580	-0.771566	-0.050300	-0.862424	-1.112202	0.717460	0.316037	0.514349	0.616076	0.505980	
 1676	0.572241	5.170919	-2.240763	0.164633	-0.816518	0.172520	-0.854342	-1.100832	0.734861	0.319330	0.520033	0.613464	0.501254	
 1677	0.992760	5.538232	-2.408136	0.074270	-0.814304	0.334598	-0.850696	-1.088304	0.753466	0.322198	0.526374	0.609358	0.497797	
 1678	1.272826	5.732968	-2.403601	0.007282	-0.822931	0.484712	-0.848706	-1.073030	0.772540	0.324739	0.533410	0.604211	0.494922	
 1679	1.604889	6.129665	-2.407822	-0.074688	-0.837195	0.566490	-0.849320	-1.058975	0.787952	0.327297	0.540711	0.597965	0.492897	
 1680	2.002534	6.630010	-2.407020	-0.070824	-0.894080	0.603805	-0.850486	-1.044488	0.802533	0.330018	0.548447	0.591441	0.490399	
 1681	2.914722	8.266232	-3.000477	0.098996	-1.041776	0.622071	-0.849295	-1.025473	0.824018	0.332443	0.557545	0.584925	0.486300	
 1682	4.199191	9.245939	-3.111162	-0.033168	-1.162936	0.675084	-0.844854	-1.005352	0.846530	0.336101	0.566970	0.577135	0.482178	
 1683	4.677606	10.259832	-3.112857	-0.042725	-1.068556	0.728002	-0.840589	-0.988120	0.867785	0.338785	0.576187	0.569028	0.479000	
 1684	4.962690	12.343620	-2.940788	-0.005490	-1.095846	0.680692	-0.835945	-0.966463	0.889263	0.341748	0.585225	0.561374	0.474952	
 1685	4.050999	12.020140	-1.981881	-0.262974	-0.996400	0.507062	-0.828795	-0.953732	0.903282	0.346236	0.591927	0.553538	0.472588	
 1686	4.311482	14.744552	-2.380303	0.440366	-1.264538	0.442439	-0.817878	-0.936835	0.924157	0.348485	0.601798	0.548624	0.464122	
 1687	4.438024	17.247653	-3.432081	-0.100034	-1.696270	0.168874	-0.789671	-0.916426	0.958495	0.357357	0.610207	0.540936	0.455336	
 1688	0.048401	11.143737	-0.017258	-0.479609	-1.569353	0.146286	-0.761263	-0.913926	0.976535	0.368041	0.616334	0.532230	0.448785	
 1689	-3.488465	8.747630	0.041187	-0.137391	-1.885774	0.189618	-0.730613	-0.908764	0.996095	0.377943	0.625172	0.523199	0.438841	
 1690	-0.236083	12.777794	-2.083181	0.407930	-2.601309	0.058142	-0.682921	-0.895052	1.035195	0.388596	0.638200	0.514668	0.420488	
 1691	1.668388	15.301248	-3.508655	-0.010295	-2.660265	-0.132629	-0.621108	-0.890702	1.068377	0.402768	0.648397	0.504741	0.403231	
 1692	1.144532	14.053886	-3.225792	-0.251012	-2.571828	-0.238208	-0.559083	-0.889747	1.094837	0.418182	0.656327	0.494795	0.386700	
 1693	0.636927	11.897633	-3.000292	-0.431854	-2.479289	-0.149979	-0.500413	-0.887637	1.115483	0.433761	0.663114	0.483362	0.372145	
 1694	0.540210	10.478475	-2.746525	-0.310305	-2.459157	0.126152	-0.442059	-0.890132	1.131761	0.447083	0.671319	0.470605	0.357742	
 1695	0.860758	9.632789	-2.671010	-0.312242	-2.300444	0.388028	-0.393026	-0.887148	1.141104	0.458531	0.679754	0.456238	0.345732	
 1696	0.801963	8.017140	-2.141039	-0.309267	-2.209539	0.587882	-0.349861	-0.890483	1.145164	0.468540	0.688472	0.440969	0.334698	
 1697	0.900051	7.200656	-2.346549	-0.162790	-2.196709	0.724609	-0.309802	-0.884263	1.152107	0.476819	0.698045	0.424789	0.323929	
 1698	1.144603	6.709970	-2.467341	-0.093796	-2.160542	0.817971	-0.269416	-0.873049	1.163691	0.483855	0.707882	0.408410	0.313031	
 1699	1.493244	6.422208	-2.740593	-0.125538	-2.145210	0.866771	-0.232611	-0.865538	1.172450	0.490645	0.717338	0.391154	0.302808	
 1700	1.770933	5.953872	-2.882939	-0.218964	-2.078002	0.842052	-0.197491	-0.860168	1.175186	0.497648	0.725666	0.374208	0.292787	
 1701	1.852672	5.615832	-2.942435	-0.288279	-1.972109	0.758634	-0.166500	-0.860081	1.174236	0.504709	0.732713	0.357718	0.283616	
 1702	1.652337	5.266393	-2.826170	-0.337035	-1.874291	0.656863	-0.131786	-0.858550	1.170738	0.511895	0.738529	0.342471	0.274322	
 1703	1.773469	5.224824	-2.709753	-0.316046	-1.718341	0.524940	-0.096006	-0.857714	1.170775	0.518460	0.743368	0.328630	0.265717	
 1704	1.821243	5.232882	-2.726664	-0.233359	-1.623424	0.448093	-0.062196	-0.857814	1.169735	0.524240	0.747838	0.316270	0.256679	
 1705	1.545380	5.392236	-2.707872	-0.149933	-1.417409	0.439375	-0.033702	-0.856657	1.167571	0.528484	0.752096	0.304889	0.249198	
 1706	1.006349	5.787450	-2.779949	0.066369	-1.407689	0.486928	-0.010637	-0.851058	1.164856	0.530978	0.757354	0.293982	0.240939	
 1707	1.208270	7.504563	-3.145040	0.211758	-1.460917	0.478350	0.017465	-0.841645	1.168672	0.532247	0.763432	0.282844	0.232129	
 1708	1.843573	9.091908	-3.603602	0.205789	-1.426253	0.372173	0.049885	-0.827536	1.174708	0.533758	0.768803	0.272930	0.222606	
 1709	1.434791	9.384180	-3.351580	0.106597	-1.292898	0.268791	0.079972	-0.817581	1.174380	0.535596	0.773049	0.263942	0.214165	
 1710	1.270001	10.342489	-3.087651	0.144939	-1.358650	0.216845	0.110877	-0.808862	1.175024	0.537517	0.777232	0.255345	0.204414	
 1711	0.632344	9.956765	-2.216374	-0.072299	-1.290144	0.154577	0.136644	-0.803333	1.172482	0.540806	0.779934	0.246803	0.195757	
 1712	0.765553	12.270061	-2.984600	1.024604	-1.578760	0.208388	0.168588	-0.787254	1.173969	0.536180	0.788940	0.238666	0.181997	
 1713	2.523661	13.777361	-4.715955	0.013938	-1.895413	-0.021406	0.219195	-0.764468	1.177423	0.540342	0.792392	0.228409	0.167255	
 1714	0.845816	13.151121	-3.415628	0.926027	-1.765567	0.172055	0.259023	-0.750359	1.174575	0.536614	0.800585	0.219073	0.152038	
 1715	2.170953	14.887879	-4.632138	0.134526	-1.496288	0.359427	0.293158	-0.735680	1.170700	0.538036	0.804383	0.208078	0.142086	
 1716	2.278175	15.184769	-4.313049	-0.033708	-1.615500	0.576185	0.325470	-0.726072	1.160349	0.540742	0.807581	0.194742	0.132235	
 1717	2.154398	14.985504	-3.739622	-0.423020	-1.722358	0.614850	0.355167	-0.731819	1.142248	0.546469	0.808720	0.179555	0.122896	
 1718	2.290857	13.884645	-2.834833	-0.754338	-1.886764	0.579362	0.387435	-0.747097	1.118020	0.555092	0.807781	0.163671	0.112133	
 1719	2.371125	12.399070	-1.886343	-0.967491	-1.943162	0.512393	0.421643	-0.769120	1.085392	0.565285	0.805300	0.147243	0.101312	
 1720	1.720658	10.313335	-0.679425	-0.970968	-1.956024	0.325393	0.456727	-0.790149	1.049627	0.575487	0.802084	0.132625	0.088809	
 1721	1.114766	9.120944	-0.314610	-0.877676	-1.994002	0.116156	0.490032	-0.808285	1.008976	0.584895	0.798812	0.118981	0.075104	
 1722	0.487274	7.802319	-0.373601	-0.660538	-1.985365	-0.054847	0.528523	-0.821022	0.975425	0.592418	0.796211	0.107358	0.059695	
 1723	0.120738	7.020951	-0.813590	-0.266360	-1.916913	-0.066766	0.568610	-0.824976	0.946518	0.596516	0.795591	0.095915	0.044770	
 1724	0.297212	7.135560	-1.686597	0.016734	-1.854730	-0.068947	0.600803	-0.821873	0.922157	0.598064	0.796330	0.085460	0.029579	
 1725	0.429924	6.629199	-2.180007	0.091760	-1.681000	-0.078959	0.633754	-0.817279	0.900407	0.598683	0.797246	0.075613	0.016092	
 1726	0.427722	6.037784	-2.565645	0.217097	-1.447274	-0.011014	0.660439	-0.809278	0.882050	0.597959	0.798699	0.067133	0.004323	
 1727	0.388753	5.960864	-2.948469	0.367774	-1.269275	0.127661	0.682352	-0.801399	0.868598	0.595753	0.801048	0.058106	-0.004839	
 1728	0.594919	6.171313	-3.306994	0.388827	-1.095783	0.244845	0.699496	-0.797640	0.857053	0.593220	0.803412	0.049669	-0.012379	
 1729	0.682138	6.103646	-3.348383	0.336455	-0.982323	0.368110	0.710302	-0.793467	0.847112	0.590906	0.805531	0.040419	-0.017777	
 1730	0.748255	5.884996	-3.273285	0.231875	-0.857254	0.489555	0.719533	-0.792647	0.838892	0.589416	0.806920	0.031464	-0.021862	
 1731	0.906393	5.641481	-3.095901	0.210523	-0.844533	0.568881	0.723712	-0.793789	0.832190	0.587927	0.808247	0.021428	-0.024895	
 1732	1.278042	5.946150	-3.148599	0.199046	-0.741958	0.549950	0.728209	-0.797116	0.823872	0.586564	0.809331	0.012696	-0.027660	
 1733	2.137711	7.199504	-3.418583	0.254747	-0.721621	0.489797	0.735518	-0.801025	0.815325	0.584525	0.810806	0.003988	-0.030131	
 1734	3.001820	9.191843	-3.876080	0.228106	-0.638517	0.359801	0.741508	-0.801200	0.809022	0.582770	0.811957	-0.002579	-0.033155	
 1735	2.627758	10.060075	-4.034933	0.241793	-0.579682	0.268057	0.747953	-0.801575	0.804215	0.580672	0.813308	-0.008702	-0.035707	
 1736	2.798454	11.355180	-4.270540	0.377127	-0.684319	0.291471	0.753294	-0.799776	0.803381	0.577609	0.815222	-0.014979	-0.039455	
 1737	2.946324	12.850964	-4.617399	0.339574	-0.618461	0.355374	0.759702	-0.799186	0.800593	0.574672	0.817019	-0.022119	-0.041750	
 1738	2.410699	13.691136	-4.534159	0.309701	-0.601053	0.382401	0.763942	-0.801596	0.795080	0.572132	0.818465	-0.028603	-0.044288	
 1739	2.535750	16.862662	-5.221406	0.787221	-0.857730	0.241995	0.770799	-0.797060	0.793983	0.565329	0.822603	-0.036415	-0.049011	
 1740	2.237492	16.609522	-4.690520	-0.235154	-0.700761	-0.037563	0.782153	-0.794793	0.787392	0.566960	0.820954	-0.039674	-0.054931	
 1741	-3.329158	10.399679	-1.450331	-0.522092	-0.284994	0.038081	0.783542	-0.804972	0.775162	0.571010	0.817916	-0.041881	-0.056622	
 1742	-6.153955	7.892587	-0.302832	-0.018699	-0.705821	0.436771	0.782907	-0.815771	0.763462	0.571079	0.817227	-0.049290	-0.059831	
 1743	-4.157647	11.102425	-1.868655	0.312228	-1.255314	0.587004	0.790744	-0.821932	0.749567	0.568098	0.817967	-0.061876	-0.066081	
 1744	-2.759301	12.214950	-2.840017	0.219132	-1.421230	0.643411	0.798923	-0.827223	0.732096	0.565763	0.817799	-0.075227	-0.073870	
 1745	-0.859599	12.475776	-3.564533	0.062550	-1.473876	0.792481	0.805554	-0.838010	0.711236	0.564555	0.816419	-0.090471	-0.080944	
 1746	1.092142	11.526331	-3.848352	-0.069648	-1.117353	0.939413	0.804682	-0.852545	0.691443	0.564796	0.814214	-0.104268	-0.084786	
 1747	1.734147	10.083839	-3.186707	-0.091743	-0.680981	1.100425	0.792303	-0.872919	0.674701	0.565629	0.811952	-0.117401	-0.083756	
 1748	1.600280	9.503136	-2.961931	-0.232032	-0.421282	1.198740	0.778659	-0.893903	0.663753	0.567959	0.808844	-0.129200	-0.080631	
 1749	1.697272	9.197938	-2.727202	-0.420303	-0.391218	1.278933	0.759177	-0.917105	0.651193	0.571746	0.804435	-0.141851	-0.076613	
